product_id,ProductName,PaymentType,UnitPrice,StoreLocation,PromotionApplied,OrderType
36,Vanilla Cake,Credit Card,18.344780495263496,West,True,In Store
37,Fruit Cake,Credit Card,5.184645545241134,East,False,Phone Order
38,Pizza Pepperoni,Cash,10.550785020113828,North,True,Online Order
39,Chocolate Cake,Cash,5.411304649589865,West,True,Phone Order
40,Pizza Pepperoni,Cash,10.894613380179369,South,True,Phone Order
41,Red Velvet Cake,Credit Card,12.887188983099858,South,True,Online Order
42,Pizza Margherita,Online,12.675220798722677,South,True,Phone Order
43,Vanilla Cake,Credit Card,7.48442520542398,East,True,Online Order
44,Cheesecake,Cash,14.686107651434185,South,False,Online Order
45,Pizza Margherita,Cash,5.671676757570023,West,True,In Store
46,Cheesecake,Online,16.42860230198623,West,False,In Store
47,Chocolate Cake,Cash,19.1996665099032,South,True,In Store
48,Carrot Cake,Cash,10.096532407266768,West,False,In Store
49,Fruit Cake,Cash,12.758590725714978,South,False,Phone Order
50,Pizza Beef Double decker,Online,10.683654170882216,South,False,Phone Order
51,Pizza Margherita,Credit Card,5.100655854560899,North,False,In Store
52,Vanilla Cake,Cash,10.78811754342674,East,True,Online Order
53,Pizza Pepperoni,Online,16.875803888920196,East,True,Online Order
54,Vanilla Cake,Cash,13.939832632752228,North,True,Online Order
55,Chocolate Cake,Online,6.518898719227384,North,True,Online Order
56,Cheesecake,Cash,17.707092345406778,East,False,Phone Order
57,Pizza Pepperoni,Online,12.966280173278642,South,False,Online Order
58,Pizza Beef Double decker,Cash,17.62585042617014,South,False,Online Order
59,Pizza Beef Double decker,Credit Card,13.70332278177544,East,True,In Store
60,Pizza Margherita,Cash,13.395326672569098,South,False,Online Order
61,Chocolate Cake,Online,6.5788877779551855,North,True,Phone Order
62,Carrot Cake,Cash,7.510395997079419,South,False,Online Order
63,Chocolate Cake,Credit Card,19.580378847448863,South,False,Online Order
64,Cheesecake,Cash,8.427301201321562,West,False,Phone Order
65,Vanilla Cake,Online,19.66178176985552,West,False,In Store
66,Pizza Beef Double decker,Online,12.97869059786395,West,False,Phone Order
67,Vanilla Cake,Credit Card,7.0368357059590565,South,True,In Store
68,Vanilla Cake,Online,6.489533041305394,East,False,Online Order
69,Vanilla Cake,Cash,8.1329610605861,North,True,In Store
70,Pizza Beef Double decker,Cash,18.88455995038004,South,True,In Store
71,Red Velvet Cake,Cash,11.212253364923402,East,True,In Store
72,Cheesecake,Online,10.931514019893717,South,True,Online Order
73,Cheesecake,Cash,9.69809391605261,North,True,In Store
74,Pizza Pepperoni,Cash,7.2059277584988255,South,True,In Store
75,Chocolate Cake,Cash,12.317767957886096,North,True,Online Order
76,Chocolate Cake,Credit Card,6.95071673766708,South,True,Phone Order
77,Fruit Cake,Online,17.532203545734916,North,False,Phone Order
78,Chocolate Cake,Online,10.555954794129596,South,False,Phone Order
79,Pizza Beef Double decker,Online,10.622053516726943,North,True,Online Order
80,Carrot Cake,Credit Card,12.110096427247338,West,True,Online Order
81,Pizza Margherita,Online,11.661915697486275,South,True,Phone Order
82,Fruit Cake,Credit Card,19.92286959588982,South,False,In Store
83,Pizza Margherita,Credit Card,13.180716818274538,East,False,Phone Order
84,Cheesecake,Online,6.3230255568480604,East,True,Online Order
85,Pizza Margherita,Cash,14.10316012365395,North,True,In Store
86,Pizza Margherita,Cash,7.273764393048199,South,False,In Store
87,Fruit Cake,Online,5.46406467097013,North,False,Online Order
88,Pizza Pepperoni,Online,19.56113230515872,West,True,In Store
89,Vanilla Cake,Credit Card,16.603083373018457,East,True,Phone Order
90,Chocolate Cake,Online,19.701634886206502,North,True,Online Order
91,Chocolate Cake,Credit Card,12.168176720333635,North,True,Online Order
92,Pizza Beef Double decker,Online,12.983862967234645,East,False,Online Order
93,Fruit Cake,Cash,7.525054338786953,South,False,Online Order
94,Pizza Beef Double decker,Cash,8.703611400013784,North,True,In Store
95,Carrot Cake,Online,17.57823822354242,East,True,Online Order
96,Carrot Cake,Credit Card,10.342784706763911,South,True,Online Order
97,Pizza Beef Double decker,Cash,17.402224606946284,West,False,In Store
98,Fruit Cake,Credit Card,15.635205864305476,East,True,Online Order
99,Pizza Beef Double decker,Online,7.6575638790779825,North,True,In Store
100,Chocolate Cake,Online,12.611695491796132,West,True,In Store
101,Red Velvet Cake,Cash,15.160809822780752,South,False,Online Order
102,Pizza Margherita,Online,8.525558222057377,South,True,Phone Order
103,Red Velvet Cake,Cash,17.46032765780115,East,False,Online Order
104,Fruit Cake,Credit Card,13.172414863177805,East,True,Phone Order
105,Red Velvet Cake,Cash,7.478630756639048,East,True,In Store
106,Carrot Cake,Cash,13.744766392469035,South,True,Phone Order
107,Cheesecake,Credit Card,19.99570706233871,West,False,Online Order
108,Pizza Margherita,Cash,7.257822374951203,South,True,Online Order
109,Vanilla Cake,Cash,17.25135395179292,North,True,Phone Order
110,Fruit Cake,Online,8.10963504781337,South,False,Online Order
111,Pizza Margherita,Credit Card,16.73582494190131,North,False,Phone Order
112,Red Velvet Cake,Cash,16.0186688468212,West,False,In Store
113,Carrot Cake,Credit Card,9.507340784006486,East,True,Phone Order
114,Pizza Pepperoni,Credit Card,9.887346763466748,East,False,Phone Order
115,Vanilla Cake,Cash,16.887820879443787,South,True,Phone Order
116,Pizza Margherita,Online,11.92168267830969,East,False,Phone Order
117,Carrot Cake,Credit Card,15.962270430677131,West,False,In Store
118,Carrot Cake,Cash,7.219762210487522,East,False,In Store
119,Red Velvet Cake,Credit Card,17.7883667285233,South,True,In Store
120,Chocolate Cake,Online,15.663270750234789,West,True,Phone Order
121,Red Velvet Cake,Online,18.604142132522508,North,True,In Store
122,Chocolate Cake,Online,6.985585685524587,South,True,Online Order
123,Chocolate Cake,Cash,13.895217505408963,North,True,In Store
124,Vanilla Cake,Cash,13.986808775604878,West,True,Phone Order
125,Red Velvet Cake,Online,10.301911108201736,South,True,Online Order
126,Pizza Pepperoni,Cash,11.876996368538869,South,True,Phone Order
127,Pizza Beef Double decker,Online,5.569723449347802,West,True,Online Order
128,Pizza Beef Double decker,Cash,16.18790057940518,East,False,Phone Order
129,Red Velvet Cake,Online,13.239837191047611,South,False,Phone Order
130,Red Velvet Cake,Credit Card,5.866115778037607,South,True,Online Order
131,Vanilla Cake,Online,15.211338394407283,North,True,In Store
132,Red Velvet Cake,Online,12.00173115846782,East,True,Online Order
133,Chocolate Cake,Cash,5.516918891375,North,True,Online Order
134,Carrot Cake,Cash,19.54411590272143,North,False,Online Order
135,Carrot Cake,Cash,19.236682146341607,East,False,Online Order
136,Chocolate Cake,Cash,12.693536242207964,East,True,Online Order
137,Fruit Cake,Cash,6.405086310588652,West,False,Phone Order
138,Chocolate Cake,Cash,16.319318323978877,East,False,Phone Order
139,Pizza Pepperoni,Credit Card,12.378966501585936,South,True,In Store
140,Cheesecake,Online,9.5367121743407,East,True,In Store
141,Pizza Margherita,Online,12.371272662928352,West,True,Online Order
142,Chocolate Cake,Online,12.836662181081966,West,True,In Store
143,Red Velvet Cake,Credit Card,13.440675485335088,West,False,In Store
144,Red Velvet Cake,Online,11.6183557048299,East,True,Online Order
145,Vanilla Cake,Credit Card,14.08632954708585,East,False,Phone Order
146,Chocolate Cake,Credit Card,18.78102065909566,North,True,Phone Order
147,Vanilla Cake,Credit Card,10.434021306478868,North,False,In Store
148,Chocolate Cake,Online,15.885746948299236,South,True,Phone Order
149,Pizza Margherita,Credit Card,18.416788352363483,North,True,Phone Order
150,Cheesecake,Online,11.839689136399054,South,False,In Store
151,Carrot Cake,Online,11.65183754572856,West,False,Online Order
152,Pizza Beef Double decker,Cash,14.031754780321693,North,False,In Store
153,Chocolate Cake,Cash,13.87110139133732,East,True,In Store
154,Cheesecake,Credit Card,17.098840134894154,North,False,In Store
155,Carrot Cake,Credit Card,12.14725075667439,South,False,Online Order
156,Fruit Cake,Online,19.941844244591618,North,False,Online Order
157,Pizza Margherita,Credit Card,5.892073533009212,West,False,Online Order
158,Vanilla Cake,Credit Card,5.047517728710526,East,False,Online Order
159,Vanilla Cake,Online,14.602974673394357,South,False,In Store
160,Red Velvet Cake,Credit Card,9.47652368542815,East,False,Phone Order
161,Carrot Cake,Credit Card,8.605735830492257,East,False,In Store
162,Fruit Cake,Online,9.678486200064206,South,False,Online Order
163,Cheesecake,Online,8.840713476574315,East,True,Phone Order
164,Pizza Margherita,Cash,5.461850744906718,East,True,In Store
165,Carrot Cake,Online,19.57299563585883,North,False,Phone Order
166,Fruit Cake,Cash,8.311182326791727,East,True,Online Order
167,Pizza Beef Double decker,Credit Card,16.010446438839594,East,True,Phone Order
168,Chocolate Cake,Online,16.43894592041263,East,False,Phone Order
169,Vanilla Cake,Online,18.93886097010844,East,False,Online Order
170,Cheesecake,Online,5.4582418564007,South,False,Phone Order
171,Vanilla Cake,Credit Card,18.080725076705114,West,False,In Store
172,Cheesecake,Cash,12.908392712597005,North,False,Phone Order
173,Red Velvet Cake,Credit Card,14.488161649487418,East,False,In Store
174,Cheesecake,Credit Card,14.667054156815505,East,True,Phone Order
175,Vanilla Cake,Online,17.29696707477091,South,False,Phone Order
176,Cheesecake,Cash,10.001109832386655,West,True,Online Order
177,Pizza Beef Double decker,Credit Card,15.9957678478999,East,False,Online Order
178,Red Velvet Cake,Online,12.928671645832956,South,False,In Store
179,Cheesecake,Credit Card,16.900910214580215,North,True,Online Order
180,Carrot Cake,Credit Card,19.858190491552,North,False,Online Order
181,Pizza Pepperoni,Online,8.009765261056419,East,False,Online Order
182,Fruit Cake,Online,19.919729623399967,East,True,Online Order
183,Pizza Pepperoni,Cash,6.347182314241611,West,False,Online Order
184,Pizza Pepperoni,Credit Card,5.034763218572208,West,True,In Store
185,Pizza Margherita,Online,5.662429042667469,East,False,In Store
186,Pizza Beef Double decker,Online,10.126736071051424,South,False,Online Order
187,Carrot Cake,Cash,14.493594960176512,West,True,Online Order
188,Chocolate Cake,Cash,6.035443113317744,East,False,In Store
189,Cheesecake,Online,5.084987217943509,West,True,Phone Order
190,Fruit Cake,Cash,19.05636542688192,East,True,In Store
191,Red Velvet Cake,Online,17.328899539098945,North,True,Phone Order
192,Carrot Cake,Credit Card,17.137747567085466,East,False,Online Order
193,Vanilla Cake,Cash,18.266364132529656,North,False,Online Order
194,Chocolate Cake,Credit Card,15.500514091581566,West,True,In Store
195,Pizza Margherita,Credit Card,6.566061946221222,East,False,Online Order
196,Pizza Margherita,Credit Card,10.986502821105846,West,False,Phone Order
197,Carrot Cake,Online,15.847242296969442,North,False,Phone Order
198,Pizza Pepperoni,Credit Card,9.205016911872814,East,True,In Store
199,Vanilla Cake,Credit Card,15.311095462043564,West,False,Phone Order
200,Pizza Margherita,Credit Card,5.367476724014785,North,True,In Store
201,Fruit Cake,Online,9.5920601131939,West,False,In Store
202,Pizza Margherita,Credit Card,13.23695504415759,South,False,Phone Order
203,Red Velvet Cake,Credit Card,14.481347442593634,North,True,Phone Order
204,Cheesecake,Cash,13.655609966928662,North,False,Phone Order
205,Pizza Margherita,Online,15.466344141101445,North,True,Phone Order
206,Red Velvet Cake,Credit Card,5.091331223597586,East,False,Phone Order
207,Carrot Cake,Cash,6.514117999662823,East,True,Phone Order
208,Carrot Cake,Online,18.03416378418717,East,False,Phone Order
209,Chocolate Cake,Online,15.226229661352418,South,False,Online Order
210,Pizza Margherita,Online,6.69397464029017,South,False,In Store
211,Fruit Cake,Online,17.63111656097869,North,True,In Store
212,Pizza Margherita,Online,8.633468267368503,South,True,Phone Order
213,Fruit Cake,Online,12.173898262928352,West,True,In Store
214,Pizza Beef Double decker,Credit Card,7.177947693269904,North,False,Phone Order
215,Chocolate Cake,Credit Card,15.6516508463256,North,True,Online Order
216,Pizza Beef Double decker,Credit Card,15.002816315214018,West,True,In Store
217,Pizza Margherita,Credit Card,8.166687067492042,North,True,In Store
218,Chocolate Cake,Cash,17.951011502855028,South,True,Online Order
219,Pizza Beef Double decker,Credit Card,11.019590363295682,East,True,Online Order
220,Pizza Pepperoni,Online,9.387726366061129,West,True,Online Order
221,Pizza Margherita,Credit Card,7.284943841968031,South,True,In Store
222,Pizza Beef Double decker,Credit Card,8.992520187733062,West,True,In Store
223,Pizza Pepperoni,Online,5.330403818357255,West,True,Online Order
224,Pizza Pepperoni,Credit Card,13.748862386841733,North,True,Online Order
225,Carrot Cake,Credit Card,17.63346119515922,North,False,Online Order
226,Pizza Margherita,Credit Card,13.234706741624628,South,False,Online Order
227,Pizza Pepperoni,Cash,8.289109428858136,West,True,Online Order
228,Carrot Cake,Credit Card,5.505037673208091,North,False,Phone Order
229,Pizza Beef Double decker,Online,8.219421098882043,North,False,Online Order
230,Red Velvet Cake,Online,11.241821421066383,West,True,Phone Order
231,Pizza Margherita,Credit Card,16.394171430496947,South,True,In Store
232,Chocolate Cake,Credit Card,7.817642788066612,South,True,In Store
233,Fruit Cake,Credit Card,15.796871800320291,West,False,Phone Order
234,Fruit Cake,Online,18.004002025278254,South,True,Online Order
235,Pizza Beef Double decker,Online,11.809202721625356,North,False,In Store
236,Pizza Beef Double decker,Cash,17.3214798746389,West,True,Online Order
237,Pizza Pepperoni,Cash,13.319860220526431,North,False,Online Order
238,Pizza Margherita,Cash,14.556362556213577,East,False,Phone Order
239,Fruit Cake,Online,12.89417690507304,East,True,In Store
240,Fruit Cake,Cash,11.947590751270129,South,True,In Store
241,Pizza Pepperoni,Credit Card,8.51980162663774,East,False,Phone Order
242,Fruit Cake,Credit Card,9.547910891915691,North,False,Online Order
243,Chocolate Cake,Online,9.349551784154135,East,True,Online Order
244,Pizza Margherita,Cash,13.44933396430722,North,True,In Store
245,Cheesecake,Credit Card,6.799305395358349,South,False,Phone Order
246,Fruit Cake,Online,18.751875360535028,South,True,Phone Order
247,Pizza Beef Double decker,Cash,15.8098271792467,North,False,Online Order
248,Chocolate Cake,Credit Card,11.021684463697904,East,True,Online Order
249,Fruit Cake,Cash,7.379362167895669,South,True,Phone Order
250,Chocolate Cake,Online,18.229882545824537,West,True,In Store
251,Carrot Cake,Cash,17.356671351517477,South,False,Online Order
252,Cheesecake,Online,15.82582329075769,East,True,Phone Order
253,Vanilla Cake,Cash,9.073205711168637,West,False,Phone Order
254,Pizza Beef Double decker,Credit Card,11.036699561505037,East,True,Phone Order
255,Pizza Beef Double decker,Online,6.54122378678635,North,False,In Store
256,Pizza Margherita,Online,7.835592870912976,West,False,Online Order
257,Chocolate Cake,Online,16.745249559750995,East,True,Online Order
258,Pizza Pepperoni,Cash,15.725580782760256,West,False,Online Order
259,Pizza Beef Double decker,Cash,13.90228644463902,East,False,In Store
260,Chocolate Cake,Credit Card,18.4359008888926,West,False,Online Order
261,Chocolate Cake,Online,13.74899776719568,East,False,Online Order
262,Red Velvet Cake,Online,12.00451999945416,North,True,Online Order
263,Red Velvet Cake,Cash,10.10556119458644,West,True,Online Order
264,Vanilla Cake,Cash,19.106727586042588,West,True,In Store
265,Carrot Cake,Credit Card,6.240731922865303,West,False,Phone Order
266,Vanilla Cake,Credit Card,18.963310580912125,West,False,Phone Order
267,Fruit Cake,Cash,17.400719898965274,North,True,Online Order
268,Pizza Pepperoni,Online,6.94894886803552,West,True,Online Order
269,Fruit Cake,Credit Card,13.474765365128803,South,False,Online Order
270,Fruit Cake,Cash,17.998219726236304,North,True,In Store
271,Pizza Margherita,Cash,13.577137454107303,South,True,Online Order
272,Fruit Cake,Online,18.607997323409336,West,False,In Store
273,Vanilla Cake,Cash,19.14475725224064,East,True,Online Order
274,Pizza Beef Double decker,Cash,11.335767832764589,South,False,Online Order
275,Pizza Beef Double decker,Credit Card,10.659704921094852,West,True,Phone Order
276,Red Velvet Cake,Cash,19.04481730953735,South,False,Online Order
277,Pizza Pepperoni,Cash,15.127100917245022,West,False,In Store
278,Pizza Pepperoni,Credit Card,6.74034022022254,West,False,Phone Order
279,Pizza Margherita,Online,5.634376238340218,West,False,In Store
280,Vanilla Cake,Online,13.469435764958948,East,False,Phone Order
281,Red Velvet Cake,Credit Card,18.952564481576367,South,True,In Store
282,Pizza Pepperoni,Credit Card,17.663730536087275,North,True,Phone Order
283,Pizza Beef Double decker,Online,15.137716196965046,North,True,In Store
284,Fruit Cake,Online,7.086737733366313,North,False,In Store
285,Fruit Cake,Online,8.813470756230434,North,True,Online Order
286,Red Velvet Cake,Online,18.13266839828924,West,False,Phone Order
287,Vanilla Cake,Online,7.742108549853507,South,False,Phone Order
288,Vanilla Cake,Credit Card,9.176591123756518,South,True,Online Order
289,Carrot Cake,Cash,6.944009767931629,East,False,In Store
290,Cheesecake,Online,15.141623471216167,South,True,In Store
291,Pizza Pepperoni,Online,19.159734580448145,South,False,Phone Order
292,Vanilla Cake,Cash,9.03452047393079,South,False,In Store
293,Pizza Beef Double decker,Cash,12.131099117751106,East,True,Phone Order
294,Red Velvet Cake,Cash,14.515096095668063,North,False,Phone Order
295,Carrot Cake,Cash,19.99199372323445,South,True,In Store
296,Chocolate Cake,Cash,6.572120974963582,East,False,In Store
297,Pizza Margherita,Cash,12.478561992585638,East,True,In Store
298,Chocolate Cake,Credit Card,10.776801798537502,West,False,Online Order
299,Fruit Cake,Cash,17.987302478335327,East,True,Phone Order
300,Pizza Margherita,Cash,12.13951596517484,North,True,In Store
301,Pizza Pepperoni,Credit Card,6.664662868777222,South,False,Online Order
302,Pizza Beef Double decker,Cash,14.516362179298754,East,True,In Store
303,Pizza Margherita,Online,16.561709273958197,North,False,Phone Order
304,Cheesecake,Online,5.0432187749842186,East,False,Online Order
305,Chocolate Cake,Cash,17.884350281309445,East,True,Phone Order
306,Pizza Pepperoni,Credit Card,7.790345000084985,East,True,In Store
307,Cheesecake,Online,13.281040469800669,East,True,In Store
308,Fruit Cake,Credit Card,11.236962510311752,East,True,In Store
309,Cheesecake,Online,15.794807249157955,North,True,Online Order
310,Carrot Cake,Cash,10.567424221786126,South,False,Online Order
311,Carrot Cake,Credit Card,18.046447650225662,South,True,Online Order
312,Red Velvet Cake,Credit Card,15.957445414381851,South,False,Online Order
313,Pizza Pepperoni,Credit Card,14.715697565943822,South,True,In Store
314,Fruit Cake,Online,16.943608933442814,North,True,In Store
315,Vanilla Cake,Online,16.310345523925733,West,True,In Store
316,Carrot Cake,Online,5.5390801238233,West,False,Online Order
317,Pizza Pepperoni,Cash,10.921015307672423,North,True,Online Order
318,Vanilla Cake,Online,18.962109459747342,North,False,In Store
319,Red Velvet Cake,Cash,6.885864034883394,East,False,In Store
320,Cheesecake,Credit Card,16.05644825648077,East,False,Online Order
321,Carrot Cake,Credit Card,19.618877170029947,East,True,Phone Order
322,Pizza Pepperoni,Cash,5.782979435674575,South,False,In Store
323,Pizza Margherita,Online,15.232908209399158,East,True,In Store
324,Vanilla Cake,Cash,12.022312119515457,West,False,In Store
325,Cheesecake,Credit Card,13.687628830620833,South,True,Online Order
326,Carrot Cake,Credit Card,6.280120047264873,East,False,In Store
327,Fruit Cake,Cash,5.6451042780040925,South,True,In Store
328,Vanilla Cake,Online,15.002999908263826,West,True,In Store
329,Carrot Cake,Online,17.349641447310766,East,True,In Store
330,Vanilla Cake,Cash,16.73023002399451,West,False,In Store
331,Cheesecake,Cash,13.15708591799356,West,False,Phone Order
332,Carrot Cake,Online,6.498002317042673,West,True,Phone Order
333,Chocolate Cake,Credit Card,15.320666657540208,East,False,In Store
334,Pizza Pepperoni,Cash,8.628333253312189,North,False,In Store
335,Cheesecake,Online,18.66603054151076,East,False,In Store
336,Vanilla Cake,Online,17.573980393185572,West,False,In Store
337,Fruit Cake,Credit Card,15.640744506310863,East,False,Online Order
338,Pizza Margherita,Credit Card,19.23268933746696,West,False,Online Order
339,Vanilla Cake,Credit Card,5.471327322669094,North,False,Online Order
340,Pizza Pepperoni,Credit Card,16.043006375911432,South,True,Phone Order
341,Carrot Cake,Credit Card,9.95364169004608,North,True,In Store
342,Pizza Margherita,Cash,18.59098828529548,North,False,Online Order
343,Pizza Beef Double decker,Online,9.000127949929663,South,True,In Store
344,Vanilla Cake,Cash,15.872847489725256,East,True,In Store
345,Red Velvet Cake,Cash,18.16470529476172,South,True,Phone Order
346,Pizza Beef Double decker,Cash,5.624852275740237,East,False,Phone Order
347,Vanilla Cake,Cash,10.964713693880542,East,False,Online Order
348,Chocolate Cake,Cash,16.434635480329078,West,False,Online Order
349,Red Velvet Cake,Credit Card,11.823783342613806,West,False,Phone Order
350,Pizza Margherita,Credit Card,9.00878944690393,South,False,Phone Order
351,Fruit Cake,Online,8.29708023234785,North,True,In Store
352,Chocolate Cake,Cash,6.972774003745669,South,False,In Store
353,Pizza Beef Double decker,Online,17.856943397844233,East,True,Online Order
354,Carrot Cake,Credit Card,13.63033104877334,West,False,Online Order
355,Pizza Pepperoni,Credit Card,6.14577417487184,South,True,Phone Order
356,Fruit Cake,Credit Card,10.738704853559533,South,False,Online Order
357,Chocolate Cake,Cash,10.516004762076648,West,False,In Store
358,Carrot Cake,Cash,7.726087860641945,West,False,Phone Order
359,Carrot Cake,Credit Card,11.53261438208286,West,False,In Store
360,Vanilla Cake,Online,9.981490480897047,East,False,Phone Order
361,Chocolate Cake,Online,10.127055582382738,West,False,Phone Order
362,Pizza Margherita,Credit Card,16.08539836681938,North,True,In Store
363,Red Velvet Cake,Online,8.348950782577944,South,False,Online Order
364,Red Velvet Cake,Credit Card,14.62789938283033,West,True,Online Order
365,Pizza Beef Double decker,Online,13.559744358214022,West,False,Online Order
366,Pizza Beef Double decker,Credit Card,13.52138768506801,East,True,Online Order
367,Red Velvet Cake,Online,14.94511019212664,East,True,In Store
368,Pizza Margherita,Cash,13.225730542934809,South,True,Phone Order
369,Pizza Pepperoni,Credit Card,18.18882672269577,North,True,In Store
370,Cheesecake,Credit Card,15.133701379253898,South,True,Online Order
371,Pizza Pepperoni,Online,13.204448770570822,West,True,Online Order
372,Vanilla Cake,Credit Card,17.446446804314675,North,False,In Store
373,Cheesecake,Credit Card,14.092198474002195,North,True,Phone Order
374,Cheesecake,Credit Card,9.367163716777686,North,False,In Store
375,Chocolate Cake,Cash,8.106423772648569,North,False,In Store
376,Pizza Margherita,Cash,7.284916784940182,South,True,In Store
377,Pizza Margherita,Online,18.491828188191526,East,True,Phone Order
378,Cheesecake,Cash,15.652031476970988,East,False,In Store
379,Chocolate Cake,Online,19.06067657246481,West,True,In Store
380,Cheesecake,Cash,14.049377085724146,East,True,Online Order
381,Fruit Cake,Online,12.101013222423688,East,True,In Store
382,Pizza Beef Double decker,Cash,5.89574733456334,East,True,Online Order
383,Pizza Beef Double decker,Cash,15.074634223190449,East,True,Online Order
384,Pizza Pepperoni,Online,13.733131396523468,West,True,Online Order
385,Vanilla Cake,Credit Card,19.85313340381432,South,True,Phone Order
386,Pizza Beef Double decker,Credit Card,8.587381666733645,North,False,Online Order
387,Carrot Cake,Cash,12.961060329302535,East,True,In Store
388,Pizza Pepperoni,Online,14.76436002677109,South,False,In Store
389,Pizza Beef Double decker,Credit Card,14.668867621135156,East,False,Online Order
390,Vanilla Cake,Online,13.419403144226042,East,False,Online Order
391,Pizza Margherita,Credit Card,16.653920154908384,North,False,In Store
392,Pizza Margherita,Online,8.074718142902245,North,True,Online Order
393,Cheesecake,Cash,15.88440800411624,North,False,Phone Order
394,Fruit Cake,Online,14.296018571496338,East,False,Online Order
395,Pizza Margherita,Credit Card,18.4411266769186,East,False,Phone Order
396,Chocolate Cake,Cash,17.707916585503725,East,False,Phone Order
397,Pizza Beef Double decker,Online,9.7272055869883,North,False,Phone Order
398,Chocolate Cake,Credit Card,9.143559874627297,West,True,Online Order
399,Vanilla Cake,Cash,19.72479985778672,South,True,Phone Order
400,Pizza Margherita,Online,12.908977713728849,West,False,Phone Order
401,Fruit Cake,Credit Card,18.596314458716552,East,True,Online Order
402,Vanilla Cake,Online,7.458215356707233,East,True,Phone Order
403,Carrot Cake,Online,14.642283722002617,West,False,Online Order
404,Carrot Cake,Cash,17.147902810408794,East,False,In Store
405,Chocolate Cake,Cash,19.210928743796703,South,False,Phone Order
406,Cheesecake,Credit Card,10.060102115255352,East,True,Online Order
407,Pizza Pepperoni,Cash,15.874717548860788,South,False,In Store
408,Cheesecake,Credit Card,13.082195135594286,West,True,Phone Order
409,Cheesecake,Online,5.909433890997023,West,True,Phone Order
410,Fruit Cake,Online,15.349996059634153,East,True,Online Order
411,Pizza Margherita,Credit Card,15.351448373567653,South,False,In Store
412,Fruit Cake,Online,18.95910207269805,East,True,Online Order
413,Vanilla Cake,Cash,12.459686692534586,North,False,Phone Order
414,Carrot Cake,Online,8.453763810657719,North,False,Phone Order
415,Fruit Cake,Cash,5.668457351730187,North,False,Phone Order
416,Vanilla Cake,Credit Card,11.234632800288583,North,False,Phone Order
417,Fruit Cake,Credit Card,9.528750501162529,East,False,In Store
418,Cheesecake,Online,16.416324590358133,North,True,In Store
419,Pizza Beef Double decker,Online,10.314016472615698,South,True,Online Order
420,Chocolate Cake,Cash,19.23606794472266,West,True,Online Order
421,Pizza Pepperoni,Cash,19.434653044816763,West,True,Online Order
422,Fruit Cake,Online,14.31362885326562,North,True,Phone Order
423,Pizza Pepperoni,Online,18.929904305223243,North,False,Online Order
424,Red Velvet Cake,Credit Card,16.412815167717433,North,False,In Store
425,Fruit Cake,Credit Card,13.202894614626892,East,True,Online Order
426,Pizza Beef Double decker,Credit Card,7.704619031341672,West,True,Online Order
427,Pizza Pepperoni,Online,11.8789691527076,North,True,In Store
